Gene ID	Leaf	Leaf	Leaf	Fruit	Fruit	Fruit	Root	Root	Root	Peel	Peel	Peel	Seed	Seed	Seed	Germinating Seed	Germinating Seed	Germinating Seed	Darkness	Darkness	Darkness	Drought	Drought	Drought	Heat	Heat	Heat	Cold	Cold	Cold
gene385.1	49.05	36.35	42.86	20.33	16.55	12.71	37.02	45.4	43.25	27.62	22.15	16.47	7.08	3.39	3.72	44.08	27.21	21.82	8.66	5.85	7.36	5.77	2.57	5.3	1.38	1.05	1.39	6.25	8.32	5.41
gene386.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57	1.75	1.81	0	0	0
gene387.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene388.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0
gene389.1	42.35	45.76	41.46	33.92	29.62	44.18	18.98	88.35	41.17	30.3	46.63	24.81	2.24	28.86	25.25	38.14	24.15	46.7	13.87	10.63	5.74	7.15	7.89	3.9	10.91	6.78	6.69	10.54	8.62	19.09
gene390.1	21.67	6.06	14.19	15.1	9.03	10.98	21.66	24.15	8.31	17.49	8.68	11.79	2.93	12.64	11.92	18.52	14.86	12.75	7.51	5.85	8.66	12.17	8.98	9.31	7.61	7.94	10.17	10.05	6.59	10.55
gene391.1	52.33	88.82	60.71	51	64.5	48.5	21.86	101.73	52.36	61.43	67.44	68.02	53.41	28.68	31.14	84.03	68.07	93	53.5	29.36	51.63	33	21.31	27.92	41.53	32.71	27.02	9.07	1.62	5.14
gene392.1	0.29	2.71	1.55	0.7	0.09	0.74	0.21	0.63	0.1	0.96	0.56	0.81	3.45	1.19	0.49	3.92	0.56	2.24	1.56	0.68	0.43	1.25	0.39	1.41	0.83	0	0.28	0.74	0	0.55
gene393.1	88.54	96.43	93.88	137.79	98.54	97.49	102	220.2	192.21	104.06	82.24	70.76	158.86	64.96	60.17	119.76	82.84	129.4	123.9	100.19	95.14	114.56	91.66	124.13	104.16	89.02	84.68	197.88	58.52	100.4
gene394.1	0.57	0	1.12	0.12	0	0	0	0	0.1	0.14	10.57	1.73	0	1.1	1.68	15.2	9.19	2.96	0	0	0	0	0	0	36.22	51.87	84.68	0	0	0
gene395.1	1055.68	482.26	1051.81	1100.78	551.38	1462.05	785.97	512.02	881.45	958.09	632.22	625.27	362.5	697.18	862.54	1011.08	840.81	1308.66	524.7	653.81	411.51	422.24	635.71	372.39	624.12	545.08	660.15	492.49	463.33	437.58
gene396.1	512.01	359.79	398.43	638.4	620.77	573.57	552.89	750.4	681.33	600.9	451.15	611.64	720.61	564.69	622.36	1118.05	881.86	829.41	269.18	224.38	193.2	240.8	209.77	233.76	284.78	412.95	425.2	443.33	229.53	263.03
gene397.1	90.68	197.75	90.79	188.21	467.88	262.35	169.65	397.08	132.13	69.84	152.24	179.55	219	134.87	129.59	119.25	184.8	129.3	193.67	174.04	219.61	275.55	194.77	240.25	239.67	300.81	230.08	323.79	361.39	278.17
gene398.1	2.85	1.16	2.11	3.25	0.19	2.47	0.93	0.54	1.68	3.02	0.89	1.42	1.98	0.55	1.47	4.13	2.6	2.65	0.73	0.29	0.11	0.5	0.1	0.22	0.64	0.47	0.42	0.12	0.1	0.46
gene399.1	18.11	15.6	24.74	18.36	17.21	21.72	15.99	0.36	17.72	19.82	23.04	10.17	13.29	11.09	9.75	15.9	13.56	23.15	9.7	11.71	7.58	10.79	11.74	11.69	14.12	18.11	14.76	16.55	13.69	11.93
gene400.1	53.9	60.98	31.34	17.43	16.93	12.71	20.21	37.98	39.39	31.16	72.45	90.69	38.4	75.04	81.7	40.05	56.93	33.04	44.64	64.19	32.9	20.2	24.77	16.34	24.85	21.61	21.03	13.24	16.94	18.72
gene401.1	27.8	31.84	17.29	13.36	16.83	14.07	23.31	11.94	18.8	30.23	28.27	32.33	36.93	17.78	16.13	16.81	19.97	16.62	20.44	23.22	22.08	13.68	6.31	7.03	9.9	4.67	3.76	20.6	8.72	8.81
gene402.1	285.59	156.63	356.41	129.19	67.04	98.35	122.52	27.31	103.23	223	67.55	101.26	229.62	268.83	370.19	147.13	119.33	157.95	77.39	82.73	85.72	76.79	105.18	80.19	57.58	72.43	76.32	74.17	65.22	57.18
gene403.1	24.1	12.12	15.88	9.76	16.08	34.18	22.38	0.63	11.28	14.7	32.27	21.35	12.17	15.3	16.76	26.67	18.29	22.13	20.34	10.93	21.97	26.85	20.82	20.99	27.51	29.56	30.36	36.54	11.46	11.93
gene404.1	2.28	0.13	0.98	4.65	2.26	0.37	0.41	0.09	0.3	2.44	0.22	0.31	2.67	0.09	0	2.42	1.86	1.22	25.45	18.24	18.08	30.49	19.04	21.97	46.3	49.76	49.86	40.7	27.28	32.76
gene405.1	11.83	17.02	12.51	12.55	20.4	20.36	26.61	12.03	23.46	15.7	25.82	23.99	95.35	37.93	31	20.23	21.92	17.84	14.5	15.8	20.13	16.19	13.62	14.18	16.05	13.78	17.97	20.35	4.77	12.3
gene406.1	42.35	30.81	39.35	22.31	14.67	10.98	15.78	11.67	33.06	39.82	25.6	45.34	27.61	57.82	53.58	33.51	40.86	27.43	19.92	17.27	29.77	16.19	20.13	20.56	31.27	27.69	36.49	31.88	11.36	23.59
gene407.1	17.11	6.45	8.15	11.39	12.22	11.11	12.38	12.93	19.4	23.84	12.13	4.88	16.05	3.12	4.35	14.49	8.82	12.13	1.46	1.46	1.95	1.76	1.09	1.08	1.93	3.74	4.18	3.19	0.3	0.64
gene408.1	17.4	12.76	15.6	13.48	11.28	10.24	38.06	41.87	27.61	24.29	21.48	17.49	18.12	5.41	15.36	0.2	2.04	3.77	5.94	5.27	4.44	7.65	1.87	4.33	1.01	0.12	0.14	0.61	4.77	0.64
gene409.1	76.85	50.79	53.83	29.86	23.32	68.12	63.22	37.35	57.5	51.6	26.93	51.55	43.49	51.31	37.1	32.5	38.54	64.75	31.91	19.71	17.86	30.62	24.37	21.43	36.31	32.24	36.21	38.86	29.82	41.85
gene410.1	242.82	168.62	195.07	195.18	132.49	126.36	239.16	124.79	169.34	175.62	160.7	89.77	33.83	49.39	52.45	98.62	67.89	73.42	420.09	318.81	738.06	468.16	289.88	515.45	361.62	210.74	394.14	563.72	553.6	727.96
gene411.1	20.1	4	21.08	11.27	12.69	13.94	11.14	3.26	12.17	16.7	16.14	14.13	26.15	10.08	13.67	23.25	17.74	26.82	4.28	2.93	6.71	5.4	0.79	3.35	6.42	2.69	5.99	4.54	3.96	0.73
gene412.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0
gene413.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene414.1	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene415.1	22.96	6.7	14.76	12.9	12.13	7.65	10.62	18.9	11.28	19.03	22.03	29.08	7.33	25.56	28.89	11.98	19.78	14.07	30.04	16.58	33.88	27.48	19.83	32.47	24.3	16.94	26.46	24.89	13.69	19.36
gene416.1	16.4	18.31	2.95	2.9	8.37	2.34	0.31	0	0.69	13.33	10.24	15.86	0.43	3.85	7.22	6.34	5.29	15.7	2.5	2.44	2.27	7.78	5.82	3.79	5.96	8.29	7.1	25.01	24.95	5.41
gene417.1	48.19	45.63	19.82	24.16	49.36	40.97	42.8	21.16	25.34	33.29	42.85	107.87	42.02	125.71	113.6	60.38	86.46	73.93	2.29	0.78	0.22	1.63	0.69	0.65	19.9	13.55	16.99	1.23	2.64	2.11
gene418.1	39.21	38.8	15.46	24.16	32.53	12.46	26.61	36.53	19	20.89	39.28	37.11	36.33	34.54	33.66	23.25	43.09	12.44	15.85	15.22	7.58	22.21	14.21	19.26	24.85	18.34	14.62	12.87	9.13	10.92
gene419.1	0	2.71	0.14	0	0	0	0.1	0	1.58	0	0.22	0	0	0	0	0	0	0.61	0	0	0	0	0	0	0.09	0.23	0.42	0	0	0
gene420.1	3.14	5.54	3.37	3.37	1.5	4.69	2.48	0	0.4	5.74	9.35	5.39	0.17	0	0.21	0	0	0.41	2.09	1.46	0.87	0	0	0	13.75	4.21	4.6	0	0	0
gene421.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0
gene422.1	19.96	3.87	7.31	3.49	7.71	8.39	9.18	0	7.62	24.05	9.46	8.64	1.21	0.09	0.14	0	0	0	0.83	0.78	0.97	0	0	0.11	0.18	0.12	0	0	0	0.09
gene423.1	7.13	11.73	6.89	6.62	9.03	4.81	5.26	4.88	6.73	9.83	7.79	5.19	0	1.92	2.95	7.65	6.31	5.81	7.09	5.27	14.83	10.92	6.31	6.28	8.99	3.15	5.01	11.89	16.74	10.37
gene424.1	3.28	0	0	0	0	0	0	0	0	0.21	0.33	0.2	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.12	0	0
gene425.1	5.42	7.73	4.92	4.65	5.45	3.09	1.65	0	6.83	2.82	3.23	3.05	0.35	0.64	2.17	3.12	2.51	4.69	0.21	0.39	0.22	0	0.59	0.11	0.55	0.47	0.7	2.21	0	0.55
gene426.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene427.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene428.1	18.54	5.16	18.41	14.87	8.93	11.6	9.08	4.25	8.02	15.12	7.12	8.24	15.88	4.31	6.66	20.03	13.47	17.84	3.86	2.05	1.52	3.14	1.78	1.84	11	10.28	7.8	3.56	2.23	1.93
gene429.1	28.23	18.43	39.49	26.95	14.1	27.02	23.41	7.69	38.01	51.67	23.82	27.86	18.55	28.77	31.28	35.12	36.4	23.86	14.71	6.93	7.36	11.8	10.95	10.28	15.13	11.92	20.75	11.77	10.24	6.15
gene430.1	2.85	2.45	5.76	15.57	5.27	9.26	9.9	1.9	11.98	8.25	1.11	2.44	5.09	3.94	3.3	3.82	1.86	1.43	1.98	0.49	1.62	2.26	0.79	2.27	1.28	0.93	0.14	3.07	2.84	3.67
gene431.1	36.22	45.12	53.41	46.94	43.91	39.98	37.75	49.65	35.53	42.15	28.38	33.96	19.16	22.63	23.56	25.56	28.32	27.53	29.51	21.27	11.15	29.36	25.26	31.71	16.14	15.54	14.48	25.62	22.82	14.5
gene432.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19	1.52	0.97	0	0	0
gene433.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene434.1	4.99	3.74	4.36	0.46	1.41	0.12	1.34	0	0.89	3.95	1	2.14	0	0	0	0.6	0	0	4.59	3.22	17.32	0	0	0	0.55	0.58	0.84	0	0.3	0.09
gene435.1	0.14	0	0.14	0	0.09	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0.1	0.1	0.32	0	0	0	0	0.82	0.7	0	0	0
gene436.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83	0.35	0.42	0	0	0
gene437.1	0	0	0.14	0.7	1.22	0	0	0	0.59	0	0	0.2	0.09	0	0	0	0	0	0	0.2	0.22	0	0	0	0	0.12	0	0	0.1	0
gene438.1	12.83	10.18	15.18	6.51	9.68	20.11	10.73	0.09	10.39	7.76	4.34	9.56	6.64	4.12	5.82	8.76	10.4	18.05	7.93	0.98	2.81	14.68	3.95	7.79	12.1	7.36	11.7	8.95	4.06	2.39
gene439.1	12.98	35.32	9.14	4.41	4.61	5.92	14.13	42.5	9.3	8.38	6.12	34.87	8.89	36.56	34.08	6.64	18.67	8.57	15.54	21.56	35.93	26.1	26.94	35.6	43.19	44.04	52.09	32.61	25.05	36.07
gene440.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene441.1	0	0	0	0	0.19	0	0	0	0.1	0	0	0	0	0.09	0.07	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0
gene442.1	3.71	28.75	9.42	2.44	27.46	15.05	24.65	202.02	13.26	5.5	12.58	26.23	29.86	32.53	35.13	9.86	16.07	9.89	29.1	18.54	47.62	40.15	22.99	48.16	33.47	22.78	28.69	58.48	54.57	105.63
gene443.1	19.11	24.11	23.19	46.24	95.06	33.07	44.45	102.55	57.11	26.45	30.94	25.72	58.5	28.13	36.11	87.45	118.78	65.87	4.48	5.46	4.44	9.41	3.45	5.19	5.13	3.86	1.67	16.18	19.27	19
gene444.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene445.1	23.1	12.5	24.31	14.99	11.66	10.74	18.36	21.34	25.54	13.36	22.48	12	9.92	11.45	10.8	15.3	20.99	19.27	5.01	3.02	1.08	4.39	2.27	4.33	5.41	6.19	2.65	1.96	2.13	26.25
gene446.1	1.43	0.77	0.14	0.58	0	0.12	0	0	0.3	0.34	0	0	0.95	0.18	0	0	0.19	0	0.42	0.2	0	0.38	0.3	0.22	0.18	0.12	0.14	0	0	0.09
gene447.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene448.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene449.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0.42	0	0	0
gene450.1	4.28	12.63	6.61	15.68	59.24	25.54	25.89	55.43	17.62	6.63	18.58	8.74	15.1	6.14	7.22	11.57	12.63	8.26	20.02	18.63	29.44	25.1	21.81	44.59	11.28	23.36	18.94	25.75	21.6	19.55
gene451.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09
gene452.1	191.63	121.18	243.42	275.92	162.57	253.59	255.35	137.91	255.05	157.65	104.28	61.41	71.36	82.65	67.11	245.65	183.32	200.67	246.86	236.96	180.21	356.49	290.57	336.56	168.16	224.41	182.86	194.08	194.44	162.62
gene453.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene454.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene455.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene456.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene457.1	2.99	0.26	3.09	5.69	0.47	0.62	1.75	0	1.78	1.37	0.67	0.41	0.86	0.09	0.28	0.2	0.28	0.1	0.21	1.27	0	0	0.1	0.22	0.09	0	0	2.82	1.72	0.92
gene458.1	0.14	0.26	0.7	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene459.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene460.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene461.1	28.8	52.08	36.82	26.84	38.65	36.03	60.33	16.73	45.43	22.57	43.07	11.49	41.59	6.51	9.19	13.18	10.96	22.13	30.87	23.8	42.54	28.48	26.25	36.36	26.59	22.78	33.29	92.44	50.92	40.56
gene462.1	2.42	13.15	8.43	25.56	13.63	12.34	12.48	20.98	10.99	11.75	20.14	8.34	13.37	17.23	14.8	9.86	9.38	6.22	52.67	75.99	44.59	52.83	68.87	61.36	46.21	42.52	35.65	57.26	39.56	39
gene463.1	22.96	20.63	24.03	10.8	24.45	22.71	21.45	50.28	24.45	19	28.6	24.2	61.87	36.38	32.89	11.47	27.02	21.62	64.45	46.14	62.34	42.79	53.18	49.46	44.19	29.67	45.82	26.85	22.01	36.8
gene464.1	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0.91	0	0.2	0	0	0	0	0	0	0.18	0.12	0	0	0	0
gene465.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene466.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene467.1	0.86	0	1.83	1.86	1.6	0.12	0.21	0	0.2	1.13	0.45	0.1	1.12	0.09	0.28	2.92	3.25	3.16	3.34	1.37	2.71	3.51	1.18	1.84	0.92	0	0.56	2.33	0.71	0.83
gene468.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene469.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene470.1	0	0	0	0	0.09	0	0	0.09	0	0.03	0	0.31	0	0	0	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0
gene471.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene472.1	0	0.13	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0
gene473.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene474.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	1.47	0.35	0.97	0	0	0
gene475.1	206.32	112.41	163.59	116.99	49.83	91.56	75.7	18.81	129.65	262.13	54.98	268.81	56	234.38	278.47	109.99	81.17	95.34	58.09	64.09	36.15	54.58	94.33	65.8	39.06	68.46	44.43	82.88	88.34	51.94
gene476.1	8.7	12.89	14.34	0.35	0.75	0.62	0.1	0	1.39	3.78	2.34	1.83	0.09	0	0.07	0	0	0	1.04	0.49	0.32	0.13	0	0	0.09	0	0.28	0	0	0
gene477.1	2.42	15.08	4.78	13.59	11.38	7.16	10.62	2.08	6.43	4.36	4.45	0.92	0.09	0.73	0.56	4.53	3.34	3.36	10.12	10.93	15.26	2.38	0.79	0.76	22.1	7.48	14.07	9.69	10.65	10.65
gene478.1	91.54	71.42	63.81	33.34	58.49	27.89	37.64	32.46	48.69	44.42	61.1	49.11	48.5	40.59	47.05	48	50.24	28.35	37.34	37.95	25.54	36.39	33.65	33.44	41.26	63.78	68.52	26.73	27.39	23.49
gene479.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene480.1	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene481.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene482.1	4.99	3.87	1.26	1.39	3.67	3.58	1.65	0.18	2.87	2.89	3.45	6.61	3.54	5.96	7.01	3.02	6.69	1.84	2.61	1.27	3.57	5.27	1.97	1.08	3.94	4.79	5.57	1.72	1.12	0.83
gene483.1	26.95	20.37	46.24	3.72	0.56	3.95	0.31	0	7.03	43.01	19.48	34.26	1.73	0.09	0.84	0.3	0.74	0.31	1.04	1.27	2.49	0	0	0	6.42	6.54	7.24	0	0.61	0
gene484.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene485.1	74.29	91.53	79.12	71.45	62.43	105.26	84.88	144.6	66.91	67.58	108.62	66.08	109.33	106.47	126.37	60.88	47.92	88.51	86.98	107.99	212.79	98.5	98.47	109.41	148.63	91.94	196.51	121.5	117.25	113.71
gene486.1	9.7	5.54	10.26	10.34	4.42	15.55	12.69	8.77	6.93	38.1	8.9	11.59	6.3	1.92	1.75	9.26	4.18	6.93	6.36	4.88	13.2	19.45	3.85	20.45	103.33	55.26	94.57	23.42	16.03	7.53
gene487.1	0	0	0	7.32	2.07	5.8	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56	0.7	0.42	2.82	2.64	0.37
gene488.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene489.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0
gene490.1	0	0	0	0	0	0	0	0	0	0.21	0	0	6.21	0.92	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13	0
gene491.1	0	0	0	0	0	2.22	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0.13	0	0	0	0	0.14	0.74	0.2	0
gene492.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56	2.14	0	0	0	0	0	0	0	0	0	0	0	0
gene493.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene494.1	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0
gene495.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene496.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0
gene497.1	17.68	24.36	15.74	11.85	21.72	13.33	19.18	0.09	29.69	14.43	18.81	18.4	44.96	17.96	14.66	9.46	14.21	19.58	29.2	26.24	28.25	26.73	25.75	26.51	14.49	11.33	15.6	27.59	13.29	23.22
gene498.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene499.1	90.68	92.3	90.65	160.09	151.39	137.59	162.64	119.1	127.08	164.49	71.33	136.95	167.49	238.78	206.59	123.58	175.05	156.42	364.4	277.15	201.43	445.58	394.57	346.41	147.98	184.81	97.77	201.07	200.83	133.99
gene500.1	39.64	87.79	26.28	5	15.7	6.42	3.51	3.8	6.83	14.53	24.26	27.25	2.67	6.23	3.72	0.4	0.74	1.73	14.18	12.19	19.92	14.56	5.53	9.2	5.32	2.69	5.71	12.51	2.74	1.65
gene501.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.28	0	0	0	0	0
gene502.1	0	0	0.14	3.83	0.47	0.62	0	0.27	1.58	0.1	0	0.1	0.17	0.18	0.14	3.42	1.86	1.73	0	0.1	0.11	4.02	1.48	2.27	3.12	6.66	1.11	4.05	1.01	0.92
gene503.1	8.98	14.57	8.85	3.02	2.54	7.65	3.61	0	7.52	8.97	6.01	3.15	2.33	1.28	1.96	9.26	3.62	6.42	4.48	1.17	1.19	2.38	0.69	1.52	14.67	6.78	6.69	2.7	3.75	2.11
gene504.1	125.19	103	101.61	48.45	79.08	91.19	76.42	108.52	125.89	87.6	44.63	118.04	32.53	100.88	147.33	127.81	117.01	114.92	65.91	62.14	34.53	78.93	60.78	43.5	150.55	212.38	101.39	38.86	45.85	45.8
gene505.1	125.19	103	101.61	48.45	79.08	91.19	76.42	108.52	125.89	87.6	44.63	118.04	32.53	100.88	147.33	127.81	117.01	114.92	65.91	62.14	34.53	78.93	60.78	43.5	150.55	212.38	101.39	38.86	45.85	45.8
gene506.1	25.95	35.19	29.37	10.22	40.34	18.51	8.46	17.45	7.03	97.26	61.21	37.82	63.34	12.92	23.42	27.37	52.1	32.43	1.36	12.68	2.49	1.76	7.2	1.52	4.86	6.66	3.2	5.88	12.27	1.47
gene507.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene508.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0
gene509.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene510.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene511.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene512.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene513.1	42.92	13.79	37.24	13.01	6.86	4.94	28.26	7.69	14.45	13.71	14.13	14.74	0.52	2.57	5.47	7.25	3.53	6.42	1.67	0.29	0.32	0.75	0.99	0.54	1.74	0.93	0.84	8.21	0.71	0.55
gene514.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28	1.75	0.42	0	0	0
gene515.1	0.43	4.64	6.46	3.72	29.9	6.17	8.66	0.18	5.05	7.28	14.58	11.59	1.21	7.06	6.73	6.84	4.36	3.87	5.32	3.22	1.41	4.52	4.34	7.79	6.51	2.8	8.22	0	2.13	0
gene516.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0
gene517.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene518.1	9.27	0.26	1.83	9.88	3.86	7.28	0.72	2.44	0.1	34.39	8.57	24.5	2.24	17.87	13.39	1.91	1.86	1.02	11.89	20.88	8.44	26.6	44.3	24.35	3.12	6.66	5.15	132.29	212.39	131.24
gene519.1	68.01	86.89	87.7	24.4	28.49	28.26	45.89	34.45	34.54	68.74	116.74	29.79	27.7	6.87	11.43	16.1	13.19	18.76	43.07	43.12	36.15	11.54	14.01	11.9	14.03	16.71	13.93	17.16	15.62	18.54
gene520.1	1662.09	1252.25	2413.51	556.03	311.98	271.36	579.08	194.25	706.87	1800.64	1449.5	1284.89	232.98	178.58	262.06	204.29	175.05	155.6	399.96	574.5	704.73	133.01	123.04	135.28	111.49	157.59	114.62	107.4	249.21	132.89
gene521.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene522.1	13.55	13.15	17.85	6.27	3.2	4.57	5.05	0	5.05	12.02	14.13	3.86	0.69	1.47	0.56	0.81	0.28	2.04	5.74	3.71	2.71	2.89	0.99	1.84	1.47	1.52	1.11	4.9	2.64	3.21
gene523.1	98.52	72.32	178.77	24.51	12.6	17.4	7.22	1.27	21.77	82.8	69.78	40.57	1.73	1.01	3.3	4.23	4.09	4.89	49.54	40.29	33.99	1.13	0.59	0.87	3.12	4.44	3.62	3.07	5.27	3.58
gene524.1	0	0	0	0.12	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene525.1	4.71	19.08	4.22	11.73	7.71	13.33	18.56	83.2	9.3	10.31	15.8	28.16	29.68	25.56	23.21	9.96	9.38	7.95	3.02	4	8.12	7.4	7.89	11.47	47.22	41.7	44.57	14.22	19.17	29.46
